Datum + tijd;IP ADRES;USER ID;USER NAME;PAGINA;ERROR
2012-01-12 14:26:42;84.82.100.171;;;/beheer/competitie/main.php?menu=3;100;Array;Array
(
)

2012-01-19 19:51:22;82.168.98.1;;;/beheer/competitie/main.php?menu=3;100;Array;Array
(
)

2012-01-25 10:14:10;82.168.98.1;;;/beheer/competitie/main.php?menu=3;100;Array;Array
(
)

