Datum + tijd;IP ADRES;USER ID;USER NAME;PAGINA;ERROR
2011-12-04 10:58:23;82.168.98.1;;;/beheer/competitie/main.php?menu=3;100;Array;Array
(
)

2011-12-07 10:16:39;82.168.98.1;;;/beheer/competitie/main.php?menu=3;100;Array;Array
(
)

2011-12-19 11:42:23;82.168.98.1;;;/beheer/competitie/main.php?menu=3;100;Array;Array
(
)

2011-12-21 09:26:12;82.168.98.1;;;/beheer/competitie/main.php?menu=3;100;Array;Array
(
)

