Datum + tijd;IP ADRES;USER ID;USER NAME;PAGINA;ERROR
2011-08-21 19:34:57;82.168.98.1;;;/beheer/leden/main.php?menu=0;100;Array;Array
(
)

2011-08-27 16:27:55;84.82.100.171;;;/beheer/leden/main.php?menu=0;100;Array;Array
(
)

2011-08-27 22:43:55;84.82.100.171;;;/beheer/competitie/main.php?menu=3;100;Array;Array
(
)

2011-08-27 22:44:48;84.82.100.171;;;/beheer/competitie/main.php;100;Array;Array
(
)

2011-08-27 22:45:21;84.82.100.171;;;/beheer/competitie/main.php;100;Array;Array
(
)

2011-08-27 22:45:55;84.82.100.171;;;/beheer/competitie/main.php;100;Array;Array
(
)

2011-08-27 22:54:54;84.82.100.171;;;/beheer/leden/nieuw.php;100;Array;Array
(
)

2011-08-27 22:55:39;84.82.100.171;;;/beheer/leden/main.php;100;Array;Array
(
)

2011-08-27 22:56:32;84.82.100.171;;;/beheer/leden/main.php;100;Array;Array
(
)

2011-08-31 00:35:37;82.168.98.1;;;/beheer/competitie/main.php?menu=3;100;Array;Array
(
)

